dataset,model,method,seed,config_hash,split_hash,initialization_hash,checkpoint_path,metrics_path,reusable,reuse_scope,reason
cifar10,resnet50,step,1,2e46e87f51c4ff59d59f8864c9ace165119e58fd930440fd65b7982d852c11f8,99b489a075b52c477efc94aeccf17190a6a0f2ee7b00a3a8ce55bf5a9d1636d4,b599c7e78bb2986006b5822f62248c55f9786e4f03f02277d9177092c844dfe3,UNRESOLVED,D:\reliable-training-control\results\main_supplement_20260501_054015\supp_cifar10_resnet50__main_supplement_20260501_054015\step\seed_1\summary.json,false,none,"Invalidated by corrected protocol: historical validation inherited random training augmentation, and the shared reliability counter made reliability-based stopping unreachable (historical artifacts complete)."
cifar10,resnet50,step,2,88200df678ddc2ac84f75398e2ac8ac0058c8e44db7416542b698534fd8a46fc,6b62938de6bf5c006ed593051f655a3b348a43f3889fc2610a055143b9e74149,a5f145f15e566ad43ed0c7bf3eda4e1648bfc3b1a53a3dd1771612d52f6fd9bc,UNRESOLVED,D:\reliable-training-control\results\main_supplement_20260501_054015\supp_cifar10_resnet50__main_supplement_20260501_054015\step\seed_2\summary.json,false,none,"Invalidated by corrected protocol: historical validation inherited random training augmentation, and the shared reliability counter made reliability-based stopping unreachable (historical artifacts complete)."
cifar10,resnet50,step,3,7b6c3ec115ba4bfe97ffcbfd03c1e3978695d646764949476f3858eefd27b026,20f3d61bf4b212604f8dfc2eca191907490af820f7f65b2975157d8ca6a1e043,b3df7a550c7e98b000af39cbe7d63b92147c0c23098929455063e6af73ad2061,UNRESOLVED,D:\reliable-training-control\results\main_supplement_20260501_054015\supp_cifar10_resnet50__main_supplement_20260501_054015\step\seed_3\summary.json,false,none,"Invalidated by corrected protocol: historical validation inherited random training augmentation, and the shared reliability counter made reliability-based stopping unreachable (historical artifacts complete)."
cifar10,resnet50,step,4,aa61f23630dd05a70f4d3d41aaeb8d1520c40a333051f7829b13cbdb8200d6ff,a284564687954174b1509d17984e2b25033ab2c451fc02598b53ad32831e3b70,25fce55960ca95dab50dc21f6411b1422ac274107e48268b1480e8f05101cba2,UNRESOLVED,UNRESOLVED,false,none,"Invalidated by corrected protocol: historical validation inherited random training augmentation, and the shared reliability counter made reliability-based stopping unreachable (no completed historical run)."
cifar10,resnet50,step,5,58663de9e20590393af95a28c1912d155ebf4a0a96d3864188da9eee776b9730,46363a38f57e5cbeec1b92e9403900b1bb59e28178b00d7c537e2a753c4f6125,f779783e32d4ef589b3407c9a68f02a505a2fa8ebd69824b732f5e77d0848a72,UNRESOLVED,UNRESOLVED,false,none,"Invalidated by corrected protocol: historical validation inherited random training augmentation, and the shared reliability counter made reliability-based stopping unreachable (no completed historical run)."
cifar10,resnet50,cosine,1,54417831a14bef81d06d53b37a48fd7be2a47bf551485cd589dc90705e77567e,99b489a075b52c477efc94aeccf17190a6a0f2ee7b00a3a8ce55bf5a9d1636d4,b599c7e78bb2986006b5822f62248c55f9786e4f03f02277d9177092c844dfe3,UNRESOLVED,D:\reliable-training-control\results\main_supplement_20260501_054015\supp_cifar10_resnet50__main_supplement_20260501_054015\cosine\seed_1\summary.json,false,none,"Invalidated by corrected protocol: historical validation inherited random training augmentation, and the shared reliability counter made reliability-based stopping unreachable (historical artifacts complete)."
cifar10,resnet50,cosine,2,c8ab1f02ce372601b6f2bc2837a0584a82a2ec90c16933bd58da554fe997064e,6b62938de6bf5c006ed593051f655a3b348a43f3889fc2610a055143b9e74149,a5f145f15e566ad43ed0c7bf3eda4e1648bfc3b1a53a3dd1771612d52f6fd9bc,UNRESOLVED,D:\reliable-training-control\results\main_supplement_20260501_054015\supp_cifar10_resnet50__main_supplement_20260501_054015\cosine\seed_2\summary.json,false,none,"Invalidated by corrected protocol: historical validation inherited random training augmentation, and the shared reliability counter made reliability-based stopping unreachable (historical artifacts complete)."
cifar10,resnet50,cosine,3,3ca514ea6cb915da38b725091c44b794e190aa6ee61b56e06520f426cc1b33a6,20f3d61bf4b212604f8dfc2eca191907490af820f7f65b2975157d8ca6a1e043,b3df7a550c7e98b000af39cbe7d63b92147c0c23098929455063e6af73ad2061,UNRESOLVED,D:\reliable-training-control\results\main_supplement_20260501_054015\supp_cifar10_resnet50__main_supplement_20260501_054015\cosine\seed_3\summary.json,false,none,"Invalidated by corrected protocol: historical validation inherited random training augmentation, and the shared reliability counter made reliability-based stopping unreachable (historical artifacts complete)."
cifar10,resnet50,cosine,4,35b511d9486917244f9204a2f0cb2e031bda8b37b1de49004fce1eae28da52fa,a284564687954174b1509d17984e2b25033ab2c451fc02598b53ad32831e3b70,25fce55960ca95dab50dc21f6411b1422ac274107e48268b1480e8f05101cba2,UNRESOLVED,UNRESOLVED,false,none,"Invalidated by corrected protocol: historical validation inherited random training augmentation, and the shared reliability counter made reliability-based stopping unreachable (no completed historical run)."
cifar10,resnet50,cosine,5,25367b2c72de27e9ca8e70c3c20ab2289b603df86c45db4846730ed1c3746a1b,46363a38f57e5cbeec1b92e9403900b1bb59e28178b00d7c537e2a753c4f6125,f779783e32d4ef589b3407c9a68f02a505a2fa8ebd69824b732f5e77d0848a72,UNRESOLVED,UNRESOLVED,false,none,"Invalidated by corrected protocol: historical validation inherited random training augmentation, and the shared reliability counter made reliability-based stopping unreachable (no completed historical run)."
cifar10,resnet50,plateau,1,90611ffc5efa21f7bfed8f087865339ff9abd6d2299d5f1857bad470a975d5a3,99b489a075b52c477efc94aeccf17190a6a0f2ee7b00a3a8ce55bf5a9d1636d4,b599c7e78bb2986006b5822f62248c55f9786e4f03f02277d9177092c844dfe3,UNRESOLVED,D:\reliable-training-control\results\main_supplement_20260501_054015\supp_cifar10_resnet50__main_supplement_20260501_054015\plateau\seed_1\summary.json,false,none,"Invalidated by corrected protocol: historical validation inherited random training augmentation, and the shared reliability counter made reliability-based stopping unreachable (historical artifacts complete)."
cifar10,resnet50,plateau,2,f8195d148480bca67b6c65fdbe8e75199b6ab1e4447baa12bfffe2c41605caeb,6b62938de6bf5c006ed593051f655a3b348a43f3889fc2610a055143b9e74149,a5f145f15e566ad43ed0c7bf3eda4e1648bfc3b1a53a3dd1771612d52f6fd9bc,UNRESOLVED,D:\reliable-training-control\results\main_supplement_20260501_054015\supp_cifar10_resnet50__main_supplement_20260501_054015\plateau\seed_2\summary.json,false,none,"Invalidated by corrected protocol: historical validation inherited random training augmentation, and the shared reliability counter made reliability-based stopping unreachable (historical artifacts complete)."
cifar10,resnet50,plateau,3,22af982c395fd9a67186f02da1b6c23854b69fb30ad7fa47e8ec8af65cae5fb9,20f3d61bf4b212604f8dfc2eca191907490af820f7f65b2975157d8ca6a1e043,b3df7a550c7e98b000af39cbe7d63b92147c0c23098929455063e6af73ad2061,UNRESOLVED,D:\reliable-training-control\results\main_supplement_20260501_054015\supp_cifar10_resnet50__main_supplement_20260501_054015\plateau\seed_3\summary.json,false,none,"Invalidated by corrected protocol: historical validation inherited random training augmentation, and the shared reliability counter made reliability-based stopping unreachable (historical artifacts complete)."
cifar10,resnet50,plateau,4,595f42a5a216213dbc8bb1bcb22a3d0c160db8f2edb5c245972aab75b9c169af,a284564687954174b1509d17984e2b25033ab2c451fc02598b53ad32831e3b70,25fce55960ca95dab50dc21f6411b1422ac274107e48268b1480e8f05101cba2,UNRESOLVED,UNRESOLVED,false,none,"Invalidated by corrected protocol: historical validation inherited random training augmentation, and the shared reliability counter made reliability-based stopping unreachable (no completed historical run)."
cifar10,resnet50,plateau,5,3a9982c145559c3050f760d821445f460ccb3a0bb8e6d79fb57d5f16c1f0ef52,46363a38f57e5cbeec1b92e9403900b1bb59e28178b00d7c537e2a753c4f6125,f779783e32d4ef589b3407c9a68f02a505a2fa8ebd69824b732f5e77d0848a72,UNRESOLVED,UNRESOLVED,false,none,"Invalidated by corrected protocol: historical validation inherited random training augmentation, and the shared reliability counter made reliability-based stopping unreachable (no completed historical run)."
cifar10,resnet50,reliability_val_loss_only,1,8354cae1e6b229933932f6ddda1b51626807394cf05fcf0a58c2c6a6e60fc6a0,99b489a075b52c477efc94aeccf17190a6a0f2ee7b00a3a8ce55bf5a9d1636d4,b599c7e78bb2986006b5822f62248c55f9786e4f03f02277d9177092c844dfe3,UNRESOLVED,UNRESOLVED,false,none,"Invalidated by corrected protocol: historical validation inherited random training augmentation, and the shared reliability counter made reliability-based stopping unreachable (no completed historical run)."
cifar10,resnet50,reliability_val_loss_only,2,775241b95647f1162f3cf23a1fec38391fdbffca7efc9be6946eff8c0ffce6f2,6b62938de6bf5c006ed593051f655a3b348a43f3889fc2610a055143b9e74149,a5f145f15e566ad43ed0c7bf3eda4e1648bfc3b1a53a3dd1771612d52f6fd9bc,UNRESOLVED,UNRESOLVED,false,none,"Invalidated by corrected protocol: historical validation inherited random training augmentation, and the shared reliability counter made reliability-based stopping unreachable (no completed historical run)."
cifar10,resnet50,reliability_val_loss_only,3,57228418093074a2a9fa80af296d55c180675c1789b1d4d2fabbbe537d0f8671,20f3d61bf4b212604f8dfc2eca191907490af820f7f65b2975157d8ca6a1e043,b3df7a550c7e98b000af39cbe7d63b92147c0c23098929455063e6af73ad2061,UNRESOLVED,UNRESOLVED,false,none,"Invalidated by corrected protocol: historical validation inherited random training augmentation, and the shared reliability counter made reliability-based stopping unreachable (no completed historical run)."
cifar10,resnet50,reliability_val_loss_only,4,67d92a6968befec16db03ef0e299f941f076568948f3a459105a40ffa34eb9f0,a284564687954174b1509d17984e2b25033ab2c451fc02598b53ad32831e3b70,25fce55960ca95dab50dc21f6411b1422ac274107e48268b1480e8f05101cba2,UNRESOLVED,UNRESOLVED,false,none,"Invalidated by corrected protocol: historical validation inherited random training augmentation, and the shared reliability counter made reliability-based stopping unreachable (no completed historical run)."
cifar10,resnet50,reliability_val_loss_only,5,f102f9f8f41cb7f5758babee5a2ec58139568e41ec79ec4168148b274f2e1af5,46363a38f57e5cbeec1b92e9403900b1bb59e28178b00d7c537e2a753c4f6125,f779783e32d4ef589b3407c9a68f02a505a2fa8ebd69824b732f5e77d0848a72,UNRESOLVED,UNRESOLVED,false,none,"Invalidated by corrected protocol: historical validation inherited random training augmentation, and the shared reliability counter made reliability-based stopping unreachable (no completed historical run)."
cifar10,resnet50,reliability,1,81d9d1a1fd07f3b2b90f5a826c205cae6c459cc06a007e2ef433f7addbd48a20,99b489a075b52c477efc94aeccf17190a6a0f2ee7b00a3a8ce55bf5a9d1636d4,b599c7e78bb2986006b5822f62248c55f9786e4f03f02277d9177092c844dfe3,UNRESOLVED,D:\reliable-training-control\results\main_supplement_20260501_054015\supp_cifar10_resnet50__main_supplement_20260501_054015\reliability\seed_1\summary.json,false,none,"Invalidated by corrected protocol: historical validation inherited random training augmentation, and the shared reliability counter made reliability-based stopping unreachable (historical artifacts complete)."
cifar10,resnet50,reliability,2,11937fcf775985819c2bcc346816b1eb7fa492e4bd50323d03933994f375cacb,6b62938de6bf5c006ed593051f655a3b348a43f3889fc2610a055143b9e74149,a5f145f15e566ad43ed0c7bf3eda4e1648bfc3b1a53a3dd1771612d52f6fd9bc,UNRESOLVED,D:\reliable-training-control\results\main_supplement_20260501_054015\supp_cifar10_resnet50__main_supplement_20260501_054015\reliability\seed_2\summary.json,false,none,"Invalidated by corrected protocol: historical validation inherited random training augmentation, and the shared reliability counter made reliability-based stopping unreachable (historical artifacts complete)."
cifar10,resnet50,reliability,3,5614b954f6c2a6f9fe0101c1a5bf150dce38a4f0c3484e2d1cb3943a73d55e88,20f3d61bf4b212604f8dfc2eca191907490af820f7f65b2975157d8ca6a1e043,b3df7a550c7e98b000af39cbe7d63b92147c0c23098929455063e6af73ad2061,UNRESOLVED,D:\reliable-training-control\results\main_supplement_20260501_054015\supp_cifar10_resnet50__main_supplement_20260501_054015\reliability\seed_3\summary.json,false,none,"Invalidated by corrected protocol: historical validation inherited random training augmentation, and the shared reliability counter made reliability-based stopping unreachable (historical artifacts complete)."
cifar10,resnet50,reliability,4,acc800484a2c65efe323e851f8a96842c01030b2349f4df923deb10545a136dc,a284564687954174b1509d17984e2b25033ab2c451fc02598b53ad32831e3b70,25fce55960ca95dab50dc21f6411b1422ac274107e48268b1480e8f05101cba2,UNRESOLVED,UNRESOLVED,false,none,"Invalidated by corrected protocol: historical validation inherited random training augmentation, and the shared reliability counter made reliability-based stopping unreachable (no completed historical run)."
cifar10,resnet50,reliability,5,61252d087fe049a578c7649c30e557236b0048756ed74bd254df655c32922e7c,46363a38f57e5cbeec1b92e9403900b1bb59e28178b00d7c537e2a753c4f6125,f779783e32d4ef589b3407c9a68f02a505a2fa8ebd69824b732f5e77d0848a72,UNRESOLVED,UNRESOLVED,false,none,"Invalidated by corrected protocol: historical validation inherited random training augmentation, and the shared reliability counter made reliability-based stopping unreachable (no completed historical run)."
cifar100,resnet50,step,1,75fc922dfd435558119a9aafa7a518568fcc46a0d379f30b4ea523b1aab1a353,99b489a075b52c477efc94aeccf17190a6a0f2ee7b00a3a8ce55bf5a9d1636d4,d21db131971c805c74c5f579458815b803935993bdafe0bd8dc918247bd03d17,UNRESOLVED,D:\reliable-training-control\results\main_supplement_20260501_054015\supp_cifar100_resnet50__main_supplement_20260501_054015\step\seed_1\summary.json,false,none,"Invalidated by corrected protocol: historical validation inherited random training augmentation, and the shared reliability counter made reliability-based stopping unreachable (historical artifacts complete)."
cifar100,resnet50,step,2,9d3235acbef29207346b6c7b4a6b7e80c9e587496398d6906f06c0f13810d9f7,6b62938de6bf5c006ed593051f655a3b348a43f3889fc2610a055143b9e74149,93560b1de3087c43d59f05f6a50273cddf0c134346fbf7483a142f4a029a8ec6,UNRESOLVED,D:\reliable-training-control\results\main_supplement_20260501_054015\supp_cifar100_resnet50__main_supplement_20260501_054015\step\seed_2\summary.json,false,none,"Invalidated by corrected protocol: historical validation inherited random training augmentation, and the shared reliability counter made reliability-based stopping unreachable (historical artifacts complete)."
cifar100,resnet50,step,3,80cebeeb2a7e5f05658196e1eb963f5c9e657518badfb5f8c238153c27fcc6ad,20f3d61bf4b212604f8dfc2eca191907490af820f7f65b2975157d8ca6a1e043,6bcacbfdae916a6c172fc42e47750838c6b34d58b6401483be7258271bb66bfe,UNRESOLVED,D:\reliable-training-control\results\main_supplement_20260501_054015\supp_cifar100_resnet50__main_supplement_20260501_054015\step\seed_3\summary.json,false,none,"Invalidated by corrected protocol: historical validation inherited random training augmentation, and the shared reliability counter made reliability-based stopping unreachable (historical artifacts complete)."
cifar100,resnet50,step,4,51d1216aead162ff01aeb630e9a698b4a8c8f95fb05f9ebba9a956f26526a7d7,a284564687954174b1509d17984e2b25033ab2c451fc02598b53ad32831e3b70,55783c29c3796230549640f37f4d26aed1caea5b1791282d3308caccec9c60b9,UNRESOLVED,UNRESOLVED,false,none,"Invalidated by corrected protocol: historical validation inherited random training augmentation, and the shared reliability counter made reliability-based stopping unreachable (no completed historical run)."
cifar100,resnet50,step,5,c4ffd454891d1d6e5a9549eb901ac3aef7f38423757a9ac61112d5a82be4813f,46363a38f57e5cbeec1b92e9403900b1bb59e28178b00d7c537e2a753c4f6125,4db1e69695e40472a9f733d26dd47169b90ff60ffbb2f9bc69ffa493b605bd4d,UNRESOLVED,UNRESOLVED,false,none,"Invalidated by corrected protocol: historical validation inherited random training augmentation, and the shared reliability counter made reliability-based stopping unreachable (no completed historical run)."
cifar100,resnet50,cosine,1,a29bca8a9db5869f7453049aab705b2e9f6267a10fbfd9a2b3d785dc9d80a20f,99b489a075b52c477efc94aeccf17190a6a0f2ee7b00a3a8ce55bf5a9d1636d4,d21db131971c805c74c5f579458815b803935993bdafe0bd8dc918247bd03d17,UNRESOLVED,D:\reliable-training-control\results\main_supplement_20260501_054015\supp_cifar100_resnet50__main_supplement_20260501_054015\cosine\seed_1\summary.json,false,none,"Invalidated by corrected protocol: historical validation inherited random training augmentation, and the shared reliability counter made reliability-based stopping unreachable (historical artifacts complete)."
cifar100,resnet50,cosine,2,cd96a2ebd24243a1330086a4a4a8c89df6ce7788a92c4d5fc58bbd6e39fe86f4,6b62938de6bf5c006ed593051f655a3b348a43f3889fc2610a055143b9e74149,93560b1de3087c43d59f05f6a50273cddf0c134346fbf7483a142f4a029a8ec6,UNRESOLVED,D:\reliable-training-control\results\main_supplement_20260501_054015\supp_cifar100_resnet50__main_supplement_20260501_054015\cosine\seed_2\summary.json,false,none,"Invalidated by corrected protocol: historical validation inherited random training augmentation, and the shared reliability counter made reliability-based stopping unreachable (historical artifacts complete)."
cifar100,resnet50,cosine,3,da2f4391579294fdf2c612d2dc3eed315c33dab1408d2998a77b1371350e8ac1,20f3d61bf4b212604f8dfc2eca191907490af820f7f65b2975157d8ca6a1e043,6bcacbfdae916a6c172fc42e47750838c6b34d58b6401483be7258271bb66bfe,UNRESOLVED,D:\reliable-training-control\results\main_supplement_20260501_054015\supp_cifar100_resnet50__main_supplement_20260501_054015\cosine\seed_3\summary.json,false,none,"Invalidated by corrected protocol: historical validation inherited random training augmentation, and the shared reliability counter made reliability-based stopping unreachable (historical artifacts complete)."
cifar100,resnet50,cosine,4,b412f6aa4bca730a3d83bdd2ea52ea3e56ca56140397c6f27e90279cba1e98fb,a284564687954174b1509d17984e2b25033ab2c451fc02598b53ad32831e3b70,55783c29c3796230549640f37f4d26aed1caea5b1791282d3308caccec9c60b9,UNRESOLVED,UNRESOLVED,false,none,"Invalidated by corrected protocol: historical validation inherited random training augmentation, and the shared reliability counter made reliability-based stopping unreachable (no completed historical run)."
cifar100,resnet50,cosine,5,25289a147dad195eaa013ade802011ba553f723a6b232ffed921ec22cc6e5618,46363a38f57e5cbeec1b92e9403900b1bb59e28178b00d7c537e2a753c4f6125,4db1e69695e40472a9f733d26dd47169b90ff60ffbb2f9bc69ffa493b605bd4d,UNRESOLVED,UNRESOLVED,false,none,"Invalidated by corrected protocol: historical validation inherited random training augmentation, and the shared reliability counter made reliability-based stopping unreachable (no completed historical run)."
cifar100,resnet50,plateau,1,baed09b2a34a220762e57b5b7c62dd9ff0575bef71a6a11cb73352a6eff55f8d,99b489a075b52c477efc94aeccf17190a6a0f2ee7b00a3a8ce55bf5a9d1636d4,d21db131971c805c74c5f579458815b803935993bdafe0bd8dc918247bd03d17,UNRESOLVED,D:\reliable-training-control\results\main_supplement_20260501_054015\supp_cifar100_resnet50__main_supplement_20260501_054015\plateau\seed_1\summary.json,false,none,"Invalidated by corrected protocol: historical validation inherited random training augmentation, and the shared reliability counter made reliability-based stopping unreachable (historical artifacts complete)."
cifar100,resnet50,plateau,2,779ee62262efae0c716820bdb3c0c38c962279c8cd2d6894e5b9dae34bda84df,6b62938de6bf5c006ed593051f655a3b348a43f3889fc2610a055143b9e74149,93560b1de3087c43d59f05f6a50273cddf0c134346fbf7483a142f4a029a8ec6,UNRESOLVED,D:\reliable-training-control\results\main_supplement_20260501_054015\supp_cifar100_resnet50__main_supplement_20260501_054015\plateau\seed_2\summary.json,false,none,"Invalidated by corrected protocol: historical validation inherited random training augmentation, and the shared reliability counter made reliability-based stopping unreachable (historical artifacts complete)."
cifar100,resnet50,plateau,3,e2b8f979cde992c4e0933346c648f736fac7e615d3183ec2b3b4a15da95283f6,20f3d61bf4b212604f8dfc2eca191907490af820f7f65b2975157d8ca6a1e043,6bcacbfdae916a6c172fc42e47750838c6b34d58b6401483be7258271bb66bfe,UNRESOLVED,D:\reliable-training-control\results\main_supplement_20260501_054015\supp_cifar100_resnet50__main_supplement_20260501_054015\plateau\seed_3\summary.json,false,none,"Invalidated by corrected protocol: historical validation inherited random training augmentation, and the shared reliability counter made reliability-based stopping unreachable (historical artifacts complete)."
cifar100,resnet50,plateau,4,5f74c845090ae09e45d0463f97d5917f47df4d72e1d13e1dc3500931a53a5229,a284564687954174b1509d17984e2b25033ab2c451fc02598b53ad32831e3b70,55783c29c3796230549640f37f4d26aed1caea5b1791282d3308caccec9c60b9,UNRESOLVED,UNRESOLVED,false,none,"Invalidated by corrected protocol: historical validation inherited random training augmentation, and the shared reliability counter made reliability-based stopping unreachable (no completed historical run)."
cifar100,resnet50,plateau,5,85bee85b7f7777be84e727fd5d941dd4361bb2fdee018a5ad5ec4d8d4dfd44c2,46363a38f57e5cbeec1b92e9403900b1bb59e28178b00d7c537e2a753c4f6125,4db1e69695e40472a9f733d26dd47169b90ff60ffbb2f9bc69ffa493b605bd4d,UNRESOLVED,UNRESOLVED,false,none,"Invalidated by corrected protocol: historical validation inherited random training augmentation, and the shared reliability counter made reliability-based stopping unreachable (no completed historical run)."
cifar100,resnet50,reliability_val_loss_only,1,4d10fbac4d584b1506e3a1158975aea022a503a7e342df60e8b83d15c83aa715,99b489a075b52c477efc94aeccf17190a6a0f2ee7b00a3a8ce55bf5a9d1636d4,d21db131971c805c74c5f579458815b803935993bdafe0bd8dc918247bd03d17,UNRESOLVED,UNRESOLVED,false,none,"Invalidated by corrected protocol: historical validation inherited random training augmentation, and the shared reliability counter made reliability-based stopping unreachable (no completed historical run)."
cifar100,resnet50,reliability_val_loss_only,2,9a2fffa4a93d6c233878c6f4ec9336715acd4d481699d423bf83bb5aa2b1611e,6b62938de6bf5c006ed593051f655a3b348a43f3889fc2610a055143b9e74149,93560b1de3087c43d59f05f6a50273cddf0c134346fbf7483a142f4a029a8ec6,UNRESOLVED,UNRESOLVED,false,none,"Invalidated by corrected protocol: historical validation inherited random training augmentation, and the shared reliability counter made reliability-based stopping unreachable (no completed historical run)."
cifar100,resnet50,reliability_val_loss_only,3,279eadf416d49fbcd8e300aefd1bf68b837879db1be235cdabf373c70da3af15,20f3d61bf4b212604f8dfc2eca191907490af820f7f65b2975157d8ca6a1e043,6bcacbfdae916a6c172fc42e47750838c6b34d58b6401483be7258271bb66bfe,UNRESOLVED,UNRESOLVED,false,none,"Invalidated by corrected protocol: historical validation inherited random training augmentation, and the shared reliability counter made reliability-based stopping unreachable (no completed historical run)."
cifar100,resnet50,reliability_val_loss_only,4,d7ca526e412d08a20ce67eea8ad97e77c814a3309297bf6319bc537bbe10beff,a284564687954174b1509d17984e2b25033ab2c451fc02598b53ad32831e3b70,55783c29c3796230549640f37f4d26aed1caea5b1791282d3308caccec9c60b9,UNRESOLVED,UNRESOLVED,false,none,"Invalidated by corrected protocol: historical validation inherited random training augmentation, and the shared reliability counter made reliability-based stopping unreachable (no completed historical run)."
cifar100,resnet50,reliability_val_loss_only,5,9f564180c7caa18f7e319e295dc333f4e7cbde3db337090527cf217e58235825,46363a38f57e5cbeec1b92e9403900b1bb59e28178b00d7c537e2a753c4f6125,4db1e69695e40472a9f733d26dd47169b90ff60ffbb2f9bc69ffa493b605bd4d,UNRESOLVED,UNRESOLVED,false,none,"Invalidated by corrected protocol: historical validation inherited random training augmentation, and the shared reliability counter made reliability-based stopping unreachable (no completed historical run)."
cifar100,resnet50,reliability,1,40af4978a622ba6a759450a0219e45a25cf03e859deb6307b1da7c631cad8856,99b489a075b52c477efc94aeccf17190a6a0f2ee7b00a3a8ce55bf5a9d1636d4,d21db131971c805c74c5f579458815b803935993bdafe0bd8dc918247bd03d17,UNRESOLVED,D:\reliable-training-control\results\main_supplement_20260501_054015\supp_cifar100_resnet50__main_supplement_20260501_054015\reliability\seed_1\summary.json,false,none,"Invalidated by corrected protocol: historical validation inherited random training augmentation, and the shared reliability counter made reliability-based stopping unreachable (historical artifacts complete)."
cifar100,resnet50,reliability,2,f7781a6365ebace01e1e4b4f4d7447d4794ccdf777d43107518cc33bec8891e3,6b62938de6bf5c006ed593051f655a3b348a43f3889fc2610a055143b9e74149,93560b1de3087c43d59f05f6a50273cddf0c134346fbf7483a142f4a029a8ec6,UNRESOLVED,D:\reliable-training-control\results\main_supplement_20260501_054015\supp_cifar100_resnet50__main_supplement_20260501_054015\reliability\seed_2\summary.json,false,none,"Invalidated by corrected protocol: historical validation inherited random training augmentation, and the shared reliability counter made reliability-based stopping unreachable (historical artifacts complete)."
cifar100,resnet50,reliability,3,2a4988875a673fc3d4b96883a86305982cb96bbccfb1423799376472d2b5fb86,20f3d61bf4b212604f8dfc2eca191907490af820f7f65b2975157d8ca6a1e043,6bcacbfdae916a6c172fc42e47750838c6b34d58b6401483be7258271bb66bfe,UNRESOLVED,D:\reliable-training-control\results\main_supplement_20260501_054015\supp_cifar100_resnet50__main_supplement_20260501_054015\reliability\seed_3\summary.json,false,none,"Invalidated by corrected protocol: historical validation inherited random training augmentation, and the shared reliability counter made reliability-based stopping unreachable (historical artifacts complete)."
cifar100,resnet50,reliability,4,ee24505130c5aa5a150cdeb5690580832aa9db0a733b75d34db8a5f277abdbdd,a284564687954174b1509d17984e2b25033ab2c451fc02598b53ad32831e3b70,55783c29c3796230549640f37f4d26aed1caea5b1791282d3308caccec9c60b9,UNRESOLVED,UNRESOLVED,false,none,"Invalidated by corrected protocol: historical validation inherited random training augmentation, and the shared reliability counter made reliability-based stopping unreachable (no completed historical run)."
cifar100,resnet50,reliability,5,ad561cb9a87e77a2da17ca108cfe93226e7274ed5160116a7424e2e75f65e463,46363a38f57e5cbeec1b92e9403900b1bb59e28178b00d7c537e2a753c4f6125,4db1e69695e40472a9f733d26dd47169b90ff60ffbb2f9bc69ffa493b605bd4d,UNRESOLVED,UNRESOLVED,false,none,"Invalidated by corrected protocol: historical validation inherited random training augmentation, and the shared reliability counter made reliability-based stopping unreachable (no completed historical run)."
cifar10,vgg16,step,1,54e02142165b8551b0c35c2f60b44e4aab139646ffcbef948e9bb26268d0077a,99b489a075b52c477efc94aeccf17190a6a0f2ee7b00a3a8ce55bf5a9d1636d4,ea2ff1efdf4d04dd5f4d4323de03ad7af86113adfacef2afd05ba8797ad5384d,UNRESOLVED,D:\reliable-training-control\results_v2\supp_cifar10_vgg16__main_supplement_20260501_054015\step\seed_1\summary.json,false,none,"Invalidated by corrected protocol: historical validation inherited random training augmentation, and the shared reliability counter made reliability-based stopping unreachable (historical artifacts complete)."
cifar10,vgg16,step,2,889e79001dadce9a450a4b67d8cea1960e1c9fa632f8216c882c86437c7871f7,6b62938de6bf5c006ed593051f655a3b348a43f3889fc2610a055143b9e74149,a7ea398bb613f82dc3672a77a80de783a642570b1692af2bdbef9ff266ae2894,UNRESOLVED,D:\reliable-training-control\results_v2\supp_cifar10_vgg16__main_supplement_20260501_054015\step\seed_2\summary.json,false,none,"Invalidated by corrected protocol: historical validation inherited random training augmentation, and the shared reliability counter made reliability-based stopping unreachable (historical artifacts complete)."
cifar10,vgg16,step,3,bc38429c83ed80731ed53d118b60247fb6f2a6765b0da739bf8b028d8183b45a,20f3d61bf4b212604f8dfc2eca191907490af820f7f65b2975157d8ca6a1e043,af42771c933da643fff024d0bea5913a8bed2a8234913ff88562048543fb4f19,UNRESOLVED,D:\reliable-training-control\results_v2\supp_cifar10_vgg16__main_supplement_20260501_054015\step\seed_3\summary.json,false,none,"Invalidated by corrected protocol: historical validation inherited random training augmentation, and the shared reliability counter made reliability-based stopping unreachable (historical artifacts complete)."
cifar10,vgg16,step,4,984e578a42bade16daf06a8b91aac7fcfd07322b406034d03099f53842debe42,a284564687954174b1509d17984e2b25033ab2c451fc02598b53ad32831e3b70,25313db631652e33ff529a55e8c0c17e661312228a0a610e62de5cd0eb843a87,UNRESOLVED,UNRESOLVED,false,none,"Invalidated by corrected protocol: historical validation inherited random training augmentation, and the shared reliability counter made reliability-based stopping unreachable (no completed historical run)."
cifar10,vgg16,step,5,731f2812a5ed4208dca82958b86987b7b3fabc81ca00bf048d3f782ce27c7fff,46363a38f57e5cbeec1b92e9403900b1bb59e28178b00d7c537e2a753c4f6125,9dd7b4b03392a5d22d593c891999e302c2f8bf96d1796d22386d1c4227a0d95b,UNRESOLVED,UNRESOLVED,false,none,"Invalidated by corrected protocol: historical validation inherited random training augmentation, and the shared reliability counter made reliability-based stopping unreachable (no completed historical run)."
